"Time (s)"	"Magnetic Field x (µT)"	"Magnetic Field y (µT)"	"Magnetic Field z (µT)"	"Absolute field (µT)"
2.804455246E0	2.176479912E1	-6.437940216E1	-4.524979782E1	8.164531895E1
2.814455734E0	2.431459999E1	-6.381819916E1	-4.495700073E1	8.176242555E1
2.824455734E0	2.669359970E1	-6.272019958E1	-4.384679794E1	8.104883337E1
2.834455490E0	2.710840034E1	-6.253719711E1	-4.518880081E1	8.177893440E1
2.844455734E0	2.742560005E1	-6.272019958E1	-4.377359772E1	8.125339889E1
2.854455978E0	2.626659966E1	-6.302519989E1	-4.388339996E1	8.116565081E1
2.864447677E0	2.647399902E1	-6.291539764E1	-4.548159790E1	8.202314084E1
2.874455490E0	2.507099915E1	-6.254940033E1	-4.732379913E1	8.234393994E1
2.884455246E0	2.525399971E1	-6.300079727E1	-4.501799774E1	8.144620973E1
2.894455734E0	2.546139908E1	-6.252499771E1	-4.582320023E1	8.159303807E1
2.904455490E0	2.513199997E1	-6.348880005E1	-4.373699951E1	8.108865692E1
2.914457199E0	2.513199997E1	-6.324480057E1	-4.401760101E1	8.104980827E1
2.924455246E0	2.429019928E1	-6.339119720E1	-4.549379730E1	8.171990735E1
2.934455978E0	2.515639877E1	-6.359859848E1	-4.413959885E1	8.139981765E1
2.944455978E0	2.389979935E1	-6.362299728E1	-4.499359894E1	8.150773054E1
2.954455734E0	2.243579865E1	-6.414759827E1	-4.654299927E1	8.236825969E1
2.964445724E0	2.380220032E1	-6.404999542E1	-4.373699951E1	8.112873585E1
2.974444259E0	2.529059982E1	-6.356200027E1	-4.335879898E1	8.099214633E1
2.984455734E0	2.499779892E1	-6.361079788E1	-4.418840027E1	8.138696626E1
2.994455978E0	2.418039894E1	-6.381819916E1	-4.444459915E1	8.144186043E1
3.004455490E0	2.336299896E1	-6.372060013E1	-4.543280029E1	8.167180630E1
3.014455734E0	2.344840050E1	-6.350099945E1	-4.535960007E1	8.148434043E1
3.024455734E0	2.357040024E1	-6.363520050E1	-4.496920013E1	8.140780964E1
3.034455734E0	2.352159882E1	-6.352539825E1	-4.511560059E1	8.138893813E1
3.044455490E0	2.211859894E1	-6.415979767E1	-4.629899979E1	8.215418089E1
3.054455978E0	2.346059990E1	-6.356200027E1	-4.457880020E1	8.110361924E1
3.064442306E0	2.352159882E1	-6.409880066E1	-4.422499847E1	8.134969174E1
3.074455246E0	2.382659912E1	-6.365959930E1	-4.446899796E1	8.122649314E1
3.084455246E0	2.205760002E1	-6.458679962E1	-4.427379990E1	8.135208517E1
3.094455734E0	2.485140038E1	-6.300079727E1	-4.305379868E1	8.025161767E1
3.104455734E0	2.820639992E1	-6.131719971E1	-4.074800110E1	7.884034227E1
3.114455734E0	2.409499931E1	-6.356200027E1	-4.268779755E1	8.026795706E1
3.124455490E0	2.520520020E1	-6.315939713E1	-4.282199860E1	8.036252314E1
3.134455734E0	2.586400032E1	-6.295199966E1	-4.238280106E1	8.017607249E1
3.144455734E0	2.704739952E1	-6.247620010E1	-4.143119812E1	7.969555557E1
3.154455734E0	2.732799911E1	-6.247620010E1	-4.244379807E1	8.032167272E1
3.164455246E0	2.757199860E1	-6.224440002E1	-4.221199799E1	8.010264175E1
3.174455734E0	2.708399963E1	-6.219559860E1	-4.267559814E1	8.014388435E1
3.184455246E0	2.690099907E1	-6.234199905E1	-4.204119873E1	7.986019652E1
3.194455246E0	2.535159874E1	-6.323259735E1	-4.266339874E1	8.038177977E1
3.204455978E0	2.707180023E1	-6.197599792E1	-4.100419998E1	7.909014542E1
3.214455734E0	2.592499924E1	-6.256159973E1	-4.234619904E1	7.987026931E1
3.224455978E0	2.581519890E1	-6.273239899E1	-4.146780014E1	7.950696086E1
